,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,personal_status_sex,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker,Account_check_0 <= ... < 200 DM,Account_check_< 0 DM,Account_check_>= 200 DM / salary assignments for at least 1 year,Account_check_no checking account,Credit_history_all credits at this bank paid back duly,Credit_history_critical account/ other credits existing (not at this bank),Credit_history_delay in paying off in the past,Credit_history_existing credits paid back duly till now,Credit_history_no credits taken/ all credits paid back duly,Purpose_(vacation - does not exist?),Purpose_business,Purpose_car (new),Purpose_car (used),Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/television,Purpose_repairs,Purpose_retraining,Savings_.. >= 1000 DM ,Savings_... < 100 DM,Savings_100 <= ... < 500 DM,Savings_500 <= ... < 1000 DM ,Savings_unknown/ no savings account,Present_emp_since_.. >= 7 years,Present_emp_since_... < 1 year ,Present_emp_since_1 <= ... < 4 years,Present_emp_since_4 <= ... < 7 years,Present_emp_since_unemployed,Personal_status_sex_female : divorced/separated/married,Personal_status_sex_male : divorced/separated,Personal_status_sex_male : married/widowed,Personal_status_sex_male : single,Other_debtors_co-applicant,Other_debtors_guarantor,Other_debtors_none,Property_if not A121 : building society savings agreement/ life insurance,"Property_if not A121/A122 : car or other, not in attribute 6",Property_real estate,Property_unknown / no property,Other_installment_plans_bank,Other_installment_plans_none,Other_installment_plans_stores,Housing_for free,Housing_own,Housing_rent,Job_management/ self-employed/ highly qualified employee/ officer,Job_skilled employee / official,Job_unemployed/ unskilled - non-resident,Job_unskilled - resident,Telephone_none,"Telephone_yes, registered under the customers name ",Foreign_worker_no,Foreign_worker_yes,Account_check_status_first2,Account_check_status_last2,Credit_history_team1,Credit_history_team2,Purpose_vacation_forniture_education,Purpose_repairs_carUsed_retraining,Present_emp_since_unemployed_less1,Property_middle,Other_installment_plans_stores_bank,Housing_free_rent,Job_unemployed_unskilled,People_under_maintenance_2,People_under_maintenance_1,Credits_this_bank_1,Credits_this_bank_2,Credits_this_bank_3,Credits_this_bank_4,Age_categories,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Duration_in_month_categories,Duration_in_month_1,Duration_in_month_2,Duration_in_month_3,Duration_in_month_4,Duration_in_month_5,Credit_amount_categories,Credit_amount_1,Credit_amount_2,Credit_amount_3,Installment_as_income_perc_1,Installment_as_income_perc_2,Installment_as_income_perc_3,Installment_as_income_perc_4,Present_res_since_1,Present_res_since_2,Present_res_since_3,Present_res_since_4
467,no checking account,48,delay in paying off in the past,domestic appliances,7238,unknown/ no savings account,.. >= 7 years,3,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",32,bank,own,2,skilled employee / official,2,none,yes,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,4,0,0,0,1,0,8,0,1,0,0,0,1,0,0,0,1,0
574,0 <= ... < 200 DM,9,existing credits paid back duly till now,domestic appliances,1082,... < 100 DM,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,unskilled - resident,1,none,yes,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1
558,< 0 DM,24,all credits at this bank paid back duly,radio/television,3552,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,bank,own,1,skilled employee / official,1,none,yes,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,1
943,no checking account,4,critical account/ other credits existing (not at this bank),car (new),1455,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,real estate,42,none,own,3,unskilled - resident,2,none,yes,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0
6,no checking account,24,existing credits paid back duly till now,radio/television,2835,500 <= ... < 1000 DM ,.. >= 7 years,3,male : single,none,4,if not A121 : building society savings agreement/ life insurance,53,none,own,1,skilled employee / official,1,none,yes,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,0,1,0,0,2,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1
307,< 0 DM,12,existing credits paid back duly till now,domestic appliances,727,100 <= ... < 500 DM,... < 1 year ,4,male : married/widowed,none,3,unknown / no property,33,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
598,no checking account,18,critical account/ other credits existing (not at this bank),car (new),2775,... < 100 DM,4 <= ... < 7 years,2,male : single,none,2,if not A121 : building society savings agreement/ life insurance,31,bank,own,2,skilled employee / official,1,none,yes,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0
373,no checking account,60,critical account/ other credits existing (not at this bank),car (new),13756,unknown/ no savings account,.. >= 7 years,2,male : single,none,4,unknown / no property,63,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,5,0,0,0,0,1,0,5,0,0,0,0,1,14,0,0,1,0,1,0,0,0,0,0,1
903,no checking account,15,existing credits paid back duly till now,domestic appliances,1386,unknown/ no savings account,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,40,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0
40,no checking account,30,existing credits paid back duly till now,domestic appliances,2333,500 <= ... < 1000 DM ,.. >= 7 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",30,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,3,1,0,0,0,0,0,1,0,1,0,0
405,0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,2039,... < 100 DM,... < 1 year ,1,male : married/widowed,none,1,if not A121 : building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0
552,< 0 DM,48,existing credits paid back duly till now,domestic appliances,6999,... < 100 DM,4 <= ... < 7 years,1,male : married/widowed,guarantor,1,real estate,34,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,4,0,0,0,1,0,7,0,1,0,1,0,0,0,1,0,0,0
300,no checking account,6,existing credits paid back duly till now,car (new),672,... < 100 DM,unemployed,1,female : divorced/separated/married,none,4,real estate,54,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name ",yes,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,4,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
17,< 0 DM,30,no credits taken/ all credits paid back duly,business,8072,unknown/ no savings account,... < 1 year ,2,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,3,skilled employee / official,1,none,yes,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,3,0,0,1,0,0,9,0,1,0,0,1,0,0,0,0,1,0
167,0 <= ... < 200 DM,11,existing credits paid back duly till now,radio/television,1577,.. >= 1000 DM ,... < 1 year ,4,female : divorced/separated/married,none,1,real estate,20,none,own,1,skilled employee / official,1,none,yes,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0
976,0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,753,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,guarantor,3,real estate,64,none,own,1,skilled employee / official,1,none,yes,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
816,no checking account,6,existing credits paid back duly till now,repairs,1338,500 <= ... < 1000 DM ,1 <= ... < 4 years,1,male : divorced/separated,none,4,real estate,62,none,own,1,skilled employee / official,1,none,yes,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1
522,< 0 DM,48,no credits taken/ all credits paid back duly,radio/television,7119,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,unknown / no property,53,none,for free,2,skilled employee / official,2,none,yes,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,0,0,0,1,0,0,4,0,0,0,1,0,8,0,1,0,0,0,1,0,0,0,0,1
478,0 <= ... < 200 DM,12,existing credits paid back duly till now,business,1037,100 <= ... < 500 DM,4 <= ... < 7 years,3,male : single,none,4,real estate,39,none,own,1,unskilled - resident,1,none,yes,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1
678,< 0 DM,24,existing credits paid back duly till now,domestic appliances,2384,... < 100 DM,.. >= 7 years,4,male : single,none,4,real estate,64,bank,rent,1,unskilled - resident,1,none,yes,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,5,0,0,0,0,1,0,2,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1
659,0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),radio/television,6361,... < 100 DM,.. >= 7 years,2,male : single,none,1,unknown / no property,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,7,0,1,0,0,1,0,0,1,0,0,0
743,< 0 DM,24,all credits at this bank paid back duly,radio/television,2483,500 <= ... < 1000 DM ,1 <= ... < 4 years,4,male : single,none,4,real estate,22,stores,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1
18,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),12579,... < 100 DM,.. >= 7 years,4,female : divorced/separated/married,none,2,unknown / no property,44,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,13,0,0,1,0,0,0,1,0,1,0,0
32,0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),5866,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,6,0,1,0,0,1,0,0,0,1,0,0
53,no checking account,18,existing credits paid back duly till now,car (used),3378,unknown/ no savings account,1 <= ... < 4 years,2,male : single,none,1,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,4,1,0,0,0,1,0,0,1,0,0,0
377,no checking account,7,delay in paying off in the past,domestic appliances,846,unknown/ no savings account,.. >= 7 years,3,male : single,none,4,unknown / no property,36,none,for free,1,skilled employee / official,1,none,yes,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
963,no checking account,24,existing credits paid back duly till now,domestic appliances,2397,500 <= ... < 1000 DM ,.. >= 7 years,3,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",35,bank,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0
684,0 <= ... < 200 DM,36,delay in paying off in the past,business,9857,100 <= ... < 500 DM,4 <= ... < 7 years,1,male : single,none,3,if not A121 : building society savings agreement/ life insurance,31,none,own,2,unskilled - resident,2,"yes, registered under the customers name ",yes,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,3,0,0,1,0,0,10,0,1,0,1,0,0,0,0,0,1,0
397,< 0 DM,36,critical account/ other credits existing (not at this bank),radio/television,2348,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,2,if not A121 : building society savings agreement/ life insurance,46,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,1,0,0,0,3,0,0,1,0,0,3,1,0,0,0,0,1,0,0,1,0,0
272,0 <= ... < 200 DM,48,all credits at this bank paid back duly,car (new),12169,unknown/ no savings account,unemployed,4,male : single,co-applicant,4,unknown / no property,36,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2,0,1,0,0,0,0,4,0,0,0,1,0,13,0,0,1,0,0,0,1,0,0,0,1
258,no checking account,15,existing credits paid back duly till now,car (used),3812,100 <= ... < 500 DM,... < 1 year ,1,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1
896,< 0 DM,21,existing credits paid back duly till now,domestic appliances,2606,... < 100 DM,... < 1 year ,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,28,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1
78,no checking account,54,no credits taken/ all credits paid back duly,car (used),9436,unknown/ no savings account,1 <= ... < 4 years,2,male : single,none,2,if not A121 : building society savings agreement/ life insurance,39,none,own,1,unskilled - resident,2,none,yes,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,2,0,1,0,0,0,0,5,0,0,0,0,1,10,0,1,0,0,1,0,0,0,1,0,0
199,0 <= ... < 200 DM,18,delay in paying off in the past,radio/television,4297,... < 100 DM,.. >= 7 years,4,male : divorced/separated,none,3,unknown / no property,40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,5,0,1,0,0,0,0,1,0,0,1,0
636,no checking account,24,existing credits paid back duly till now,domestic appliances,1376,500 <= ... < 1000 DM ,4 <= ... < 7 years,4,female : divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0
42,0 <= ... < 200 DM,18,delay in paying off in the past,education,6204,... < 100 DM,1 <= ... < 4 years,2,male : single,none,4,real estate,44,none,own,1,unskilled - resident,2,"yes, registered under the customers name ",yes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,7,0,1,0,0,1,0,0,0,0,0,1
718,>= 200 DM / salary assignments for at least 1 year,24,critical account/ other credits existing (not at this bank),domestic appliances,3148,unknown/ no savings account,1 <= ... < 4 years,3,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0
957,0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),domestic appliances,1154,... < 100 DM,.. >= 7 years,2,male : single,none,4,real estate,37,none,own,3,unskilled - resident,1,none,yes,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1
27,>= 200 DM / salary assignments for at least 1 year,12,all credits at this bank paid back duly,domestic appliances,409,.. >= 1000 DM ,1 <= ... < 4 years,3,female : divorced/separated/married,none,3,real estate,42,none,rent,2,skilled employee / official,1,none,yes,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
262,< 0 DM,18,critical account/ other credits existing (not at this bank),car (new),5302,... < 100 DM,.. >= 7 years,2,male : single,none,4,unknown / no property,36,none,for free,3,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,1,0,0,0,0,2,0,1,0,0,0,6,0,1,0,0,1,0,0,0,0,0,1
308,0 <= ... < 200 DM,8,existing credits paid back duly till now,radio/television,1237,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,4,real estate,24,none,own,1,skilled employee / official,1,none,yes,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1
25,< 0 DM,6,existing credits paid back duly till now,radio/television,1374,... < 100 DM,1 <= ... < 4 years,1,male : single,none,2,real estate,36,bank,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0
